2023-05-08 17:11:43 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-05-08 17:11:43 0 [Note] InnoDB: Uses event mutexes
2023-05-08 17:11:43 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-05-08 17:11:43 0 [Note] InnoDB: Number of pools: 1
2023-05-08 17:11:43 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 719827
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 719783
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=351] with future log sequence number 719783
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=215] with future log sequence number 939028
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 939028
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=217] with future log sequence number 936111
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=354] with future log sequence number 936111
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=216] with future log sequence number 934536
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 933759
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=351] with future log sequence number 933759
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 930582
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=350] with future log sequence number 930582
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=212] with future log sequence number 930194
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=349] with future log sequence number 930194
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 928102
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 928102
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=210] with future log sequence number 924911
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=347] with future log sequence number 924911
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=209] with future log sequence number 924521
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=346] with future log sequence number 924521
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 922474
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 922474
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=205] with future log sequence number 920706
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=342] with future log sequence number 920706
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=204] with future log sequence number 920437
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=305] with future log sequence number 933780
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=221] with future log sequence number 942764
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=358] with future log sequence number 942764
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=220] with future log sequence number 942720
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=357] with future log sequence number 942720
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=218] with future log sequence number 942676
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=355] with future log sequence number 942676
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 1043794
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=16, page number=3] with future log sequence number 1043814
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=344] with future log sequence number 1043794
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=204] with future log sequence number 1043269
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=341] with future log sequence number 1043269
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 1040531
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 1040531
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=205] with future log sequence number 1039890
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=342] with future log sequence number 1039890
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 1048412
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=16, page number=3] with future log sequence number 1048432
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=350] with future log sequence number 1048412
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=212] with future log sequence number 1048187
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=349] with future log sequence number 1048187
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 1048143
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 1048143
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=210] with future log sequence number 1048099
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=347] with future log sequence number 1048099
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=209] with future log sequence number 1048039
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=346] with future log sequence number 1048039
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 1047995
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=344] with future log sequence number 1047995
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 1047951
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 1047951
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=205] with future log sequence number 1047907
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=342] with future log sequence number 1047907
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=204] with future log sequence number 1047863
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=341] with future log sequence number 1047863
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=203] with future log sequence number 1047819
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=340] with future log sequence number 1047819
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=202] with future log sequence number 1047775
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=339] with future log sequence number 1047775
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=201] with future log sequence number 1047731
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=338] with future log sequence number 1047731
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=200] with future log sequence number 1047687
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=337] with future log sequence number 1047687
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=199] with future log sequence number 1047643
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=336] with future log sequence number 1047643
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=198] with future log sequence number 1047599
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=335] with future log sequence number 1047599
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=195] with future log sequence number 1047539
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=332] with future log sequence number 1047539
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=194] with future log sequence number 1047495
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=331] with future log sequence number 1047495
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=193] with future log sequence number 1047451
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=330] with future log sequence number 1047451
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=63] with future log sequence number 1047407
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=328] with future log sequence number 1047407
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=62] with future log sequence number 1047368
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=327] with future log sequence number 1047368
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=60] with future log sequence number 1047329
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=325] with future log sequence number 1047329
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=59] with future log sequence number 1047290
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=324] with future log sequence number 1047290
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=58] with future log sequence number 1047251
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=323] with future log sequence number 1047251
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=57] with future log sequence number 1047212
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=321] with future log sequence number 1047212
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=56] with future log sequence number 1047173
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=320] with future log sequence number 1047173
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=54] with future log sequence number 1047134
2023-05-08 17:11:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=318] with future log sequence number 1047134
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 1031693 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 1043416 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 593032 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 593032 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 734710 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 734710 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 878466 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 878466 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 878505 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 878505 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 878544 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 878544 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 734882 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 734882 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 1047001 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 1047001 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 1047056 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 1047056 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 1047095 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 1047095 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 941348 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 941348 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 1047134 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 1047134 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 941426 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=319] log sequence number 941426 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=56] log sequence number 1047173 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=320] log sequence number 1047173 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=57] log sequence number 1047212 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=321] log sequence number 1047212 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Page [page id: space=0, page number=58] log sequence number 1047251 is in the future! Current system log sequence number 300306.
2023-05-08 17:11:43 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
